Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM1882541,"H1N1 DEE 4 Subject 16, Hour 108","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882541/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882542,"H1N1 DEE 4 Subject 16, Hour 118","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882542/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882543,"H1N1 DEE 4 Subject 16, Hour 125","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882543/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882544,"H1N1 DEE 4 Subject 16, Hour 132","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882544/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882545,"H1N1 DEE 4 Subject 16, Hour 142","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882545/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882546,"H1N1 DEE 4 Subject 16, Hour 166","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882546/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882547,"H1N1 DEE 4 Subject 17, Hour -21","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882547/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882548,"H1N1 DEE 4 Subject 17, Hour 0","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882548/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882549,"H1N1 DEE 4 Subject 17, Hour 5","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882549/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882550,"H1N1 DEE 4 Subject 17, Hour 12","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882550/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882551,"H1N1 DEE 4 Subject 17, Hour 22","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882551/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882552,"H1N1 DEE 4 Subject 17, Hour 29","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882552/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882553,"H1N1 DEE 4 Subject 17, Hour 36","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882553/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882554,"H1N1 DEE 4 Subject 17, Hour 46","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882554/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882555,"H1N1 DEE 4 Subject 17, Hour 53","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882555/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882556,"H1N1 DEE 4 Subject 17, Hour 60","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882556/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882557,"H1N1 DEE 4 Subject 17, Hour 70","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882557/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882558,"H1N1 DEE 4 Subject 17, Hour 77","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882558/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882559,"H1N1 DEE 4 Subject 17, Hour 84","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882559/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882560,"H1N1 DEE 4 Subject 17, Hour 94","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882560/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882561,"H1N1 DEE 4 Subject 17, Hour 101","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882561/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882562,"H1N1 DEE 4 Subject 17, Hour 108","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882562/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882563,"H1N1 DEE 4 Subject 17, Hour 118","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882563/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882564,"H1N1 DEE 4 Subject 17, Hour 125","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882564/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882565,"H1N1 DEE 4 Subject 17, Hour 132","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882565/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882566,"H1N1 DEE 4 Subject 17, Hour 142","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882566/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882567,"H1N1 DEE 4 Subject 18, Hour -21","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882567/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882568,"H1N1 DEE 4 Subject 18, Hour 0","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882568/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882569,"H1N1 DEE 4 Subject 18, Hour 5","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882569/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882570,"H1N1 DEE 4 Subject 18, Hour 12","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882570/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882571,"H1N1 DEE 4 Subject 18, Hour 22","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882571/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882572,"H1N1 DEE 4 Subject 18, Hour 36","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882572/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882573,"H1N1 DEE 4 Subject 18, Hour 46","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882573/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882574,"H1N1 DEE 4 Subject 18, Hour 53","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882574/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882575,"H1N1 DEE 4 Subject 18, Hour 60","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882575/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882576,"H1N1 DEE 4 Subject 18, Hour 70","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882576/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882577,"H1N1 DEE 4 Subject 18, Hour 77","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882577/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882578,"H1N1 DEE 4 Subject 18, Hour 84","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882578/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882579,"H1N1 DEE 4 Subject 18, Hour 94","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882579/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882580,"H1N1 DEE 4 Subject 18, Hour 101","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882580/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882581,"H1N1 DEE 4 Subject 18, Hour 108","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882581/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882582,"H1N1 DEE 4 Subject 18, Hour 118","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882582/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882583,"H1N1 DEE 4 Subject 18, Hour 125","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882583/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882584,"H1N1 DEE 4 Subject 18, Hour 132","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882584/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882585,"H1N1 DEE 4 Subject 18, Hour 142","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882585/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882586,"H1N1 DEE 4 Subject 18, Hour 166","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882586/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882587,"H1N1 DEE 4 Subject 19, Hour -21","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882587/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882588,"H1N1 DEE 4 Subject 19, Hour 0","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882588/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882589,"H1N1 DEE 4 Subject 19, Hour 5","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882589/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882590,"H1N1 DEE 4 Subject 19, Hour 12","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882590/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882591,"H1N1 DEE 4 Subject 19, Hour 22","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882591/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882592,"H1N1 DEE 4 Subject 19, Hour 29","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882592/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882593,"H1N1 DEE 4 Subject 19, Hour 36","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882593/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882594,"H1N1 DEE 4 Subject 19, Hour 46","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882594/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882595,"H1N1 DEE 4 Subject 19, Hour 53","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882595/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882596,"H1N1 DEE 4 Subject 19, Hour 60","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882596/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882597,"H1N1 DEE 4 Subject 19, Hour 70","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882597/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882598,"H1N1 DEE 4 Subject 19, Hour 77","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882598/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882599,"H1N1 DEE 4 Subject 19, Hour 84","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882599/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882600,"H1N1 DEE 4 Subject 19, Hour 94","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882600/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882601,"H1N1 DEE 4 Subject 19, Hour 101","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882601/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882602,"H1N1 DEE 4 Subject 19, Hour 108","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882602/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882603,"H1N1 DEE 4 Subject 19, Hour 118","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882603/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882604,"H1N1 DEE 4 Subject 19, Hour 125","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882604/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882605,"H1N1 DEE 4 Subject 19, Hour 132","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882605/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882606,"H1N1 DEE 4 Subject 19, Hour 166","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882606/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882607,"H3N2 DEE2 Subject 1, Hour -23","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882607/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882608,"H3N2 DEE2 Subject 1, Hour 0","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882608/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882609,"H3N2 DEE2 Subject 1, Hour 5","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882609/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882610,"H3N2 DEE2 Subject 1, Hour 12","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882610/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882611,"H3N2 DEE2 Subject 1, Hour 22","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882611/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882612,"H3N2 DEE2 Subject 1, Hour 29","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882612/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882613,"H3N2 DEE2 Subject 1, Hour 36","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882613/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882614,"H3N2 DEE2 Subject 1, Hour 46","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882614/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882615,"H3N2 DEE2 Subject 1, Hour 53","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882615/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882616,"H3N2 DEE2 Subject 1, Hour 60","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882616/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882617,"H3N2 DEE2 Subject 1, Hour 70","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882617/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882618,"H3N2 DEE2 Subject 1, Hour 77","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882618/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882619,"H3N2 DEE2 Subject 1, Hour 84","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882619/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882620,"H3N2 DEE2 Subject 1, Hour 94","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882620/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882621,"H3N2 DEE2 Subject 1, Hour 101","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882621/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882622,"H3N2 DEE2 Subject 1, Hour 108","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882622/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882623,"H3N2 DEE2 Subject 1, Hour 118","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882623/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882624,"H3N2 DEE2 Subject 1, Hour 125","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882624/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882625,"H3N2 DEE2 Subject 1, Hour 132","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882625/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882626,"H3N2 DEE2 Subject 1, Hour 142","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882626/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882627,"H3N2 DEE2 Subject 1, Hour 166","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882627/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882628,"H3N2 DEE2 Subject 2, Hour -23","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882628/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882629,"H3N2 DEE2 Subject 2, Hour 0","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882629/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882630,"H3N2 DEE2 Subject 2, Hour 5","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882630/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882631,"H3N2 DEE2 Subject 2, Hour 12","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882631/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882632,"H3N2 DEE2 Subject 2, Hour 22","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882632/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882633,"H3N2 DEE2 Subject 2, Hour 29","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882633/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882634,"H3N2 DEE2 Subject 2, Hour 36","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882634/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882635,"H3N2 DEE2 Subject 2, Hour 46","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882635/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882636,"H3N2 DEE2 Subject 2, Hour 53","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882636/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882637,"H3N2 DEE2 Subject 2, Hour 60","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882637/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882638,"H3N2 DEE2 Subject 2, Hour 70","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882638/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882639,"H3N2 DEE2 Subject 2, Hour 77","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882639/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882640,"H3N2 DEE2 Subject 2, Hour 84","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882640/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882641,"H3N2 DEE2 Subject 2, Hour 94","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882641/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882642,"H3N2 DEE2 Subject 2, Hour 101","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882642/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882643,"H3N2 DEE2 Subject 2, Hour 108","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882643/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882644,"H3N2 DEE2 Subject 2, Hour 118","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882644/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882645,"H3N2 DEE2 Subject 2, Hour 125","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882645/suppl",,"Alfred Hero","Jun 22, 2016"
